#: table_doi: 10.17182/hepdata.44043.v1/t3
#: name: Table 3
#: description: Spin density matrix elements measured for 3 W values for the 1996 data sample.

#: data_file: Table3.yaml
#: keyword reactions: E+ P --> E+ RHO0 P
#: keyword observables: POL.RHO
#: keyword phrases: Exclusive | Polarization | Electron production
#: keyword cmenergies: 300.0
#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=04/MM=00),stat +,stat -,sys +,sys -
50.0,40.0,60.0,0.671,0.031,-0.031,0.031,-0.025
70.0,60.0,80.0,0.719,0.031,-0.031,0.051,-0.033
90.0,80.0,100.0,0.687,0.033,-0.033,0.031,-0.016

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,RE(POL.RHO(ALPHA=04/MM=10)),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.011,0.02,-0.02,0.01,-0.007
70.0,60.0,80.0,0.025,0.02,-0.02,0.011,-0.009
90.0,80.0,100.0,0.052,0.021,-0.021,0.006,-0.003

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=04/MM=1-1),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.021,0.023,-0.023,0.005,-0.006
70.0,60.0,80.0,0.0,0.023,-0.023,0.011,-0.01
90.0,80.0,100.0,-0.028,0.024,-0.024,0.01,-0.004

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=1/MM=00),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.048,0.081,-0.081,0.021,-0.019
70.0,60.0,80.0,-0.151,0.082,-0.082,0.02,-0.01
90.0,80.0,100.0,0.043,0.089,-0.089,0.029,-0.026

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
