#: table_doi: 10.17182/hepdata.44043.v1/t3
#: name: Table 3
#: description: Spin density matrix elements measured for 3 W values for the 1996 data sample.

#: data_file: Table3.yaml
#: keyword reactions: E+ P --> E+ RHO0 P
#: keyword observables: POL.RHO
#: keyword phrases: Exclusive | Polarization | Electron production
#: keyword cmenergies: 300.0
#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=1/MM=11),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.013,0.057,-0.057,0.008,-0.009
70.0,60.0,80.0,0.08,0.057,-0.057,0.003,-0.006
90.0,80.0,100.0,-0.06,0.062,-0.062,0.021,-0.024

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,RE(POL.RHO(ALPHA=1/MM=10)),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.002,0.028,-0.028,0.006,-0.006
70.0,60.0,80.0,-0.018,0.028,-0.028,0.013,-0.022
90.0,80.0,100.0,-0.023,0.03,-0.03,0.022,-0.027

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=1/MM=1-1),stat +,stat -,sys +,sys -
50.0,40.0,60.0,0.225,0.031,-0.031,0.002,-0.005
70.0,60.0,80.0,0.113,0.031,-0.031,0.007,-0.01
90.0,80.0,100.0,0.083,0.033,-0.033,0.052,-0.044

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,IM(POL.RHO(ALPHA=2/MM=10)),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.03,0.028,-0.028,0.012,-0.008
70.0,60.0,80.0,0.105,0.028,-0.028,0.006,-0.008
90.0,80.0,100.0,0.032,0.03,-0.03,0.009,-0.006

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,IM(POL.RHO(ALPHA=2/MM=1-1),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.132,0.032,-0.032,0.016,-0.01
70.0,60.0,80.0,-0.151,0.031,-0.031,0.013,-0.009
90.0,80.0,100.0,-0.068,0.033,-0.033,0.02,-0.024

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=5/MM=00),stat +,stat -,sys +,sys -
50.0,40.0,60.0,0.03,0.041,-0.041,0.003,-0.003
70.0,60.0,80.0,0.192,0.041,-0.041,0.033,-0.013
90.0,80.0,100.0,0.114,0.045,-0.045,0.007,-0.002

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=5/MM=11),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.009,0.029,-0.029,0.004,-0.001
70.0,60.0,80.0,-0.015,0.029,-0.029,0.004,-0.01
90.0,80.0,100.0,0.027,0.031,-0.031,0.007,-0.008

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,RE(POL.RHO(ALPHA=5/MM=10)),stat +,stat -,sys +,sys -
50.0,40.0,60.0,0.177,0.013,-0.013,0.015,-0.009
70.0,60.0,80.0,0.118,0.013,-0.013,0.011,-0.009
90.0,80.0,100.0,0.125,0.014,-0.014,0.009,-0.009

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,POL.RHO(ALPHA=5/MM=1-1),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.014,0.016,-0.016,0.004,-0.008
70.0,60.0,80.0,-0.005,0.016,-0.016,0.007,-0.002
90.0,80.0,100.0,-0.018,0.017,-0.017,0.007,-0.006

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,IM(POL.RHO(ALPHA=6/MM=10)),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.148,0.013,-0.013,0.003,-0.004
70.0,60.0,80.0,-0.16,0.013,-0.013,0.005,-0.006
90.0,80.0,100.0,-0.115,0.014,-0.014,0.013,-0.031

#: ABS(T) [GEV],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: Q**2 [GEV**2],,,2.5 TO 60
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,300.0
W [GEV],W [GEV] LOW,W [GEV] HIGH,IM(POL.RHO(ALPHA=6/MM=1-1)),stat +,stat -,sys +,sys -
50.0,40.0,60.0,-0.005,0.016,-0.016,0.002,-0.002
70.0,60.0,80.0,0.021,0.016,-0.016,0.002,-0.002
90.0,80.0,100.0,-0.014,0.017,-0.017,0.009,-0.011

