#: table_doi: 10.17182/hepdata.44043.v1/t2
#: name: Table 2
#: description: Spin density matrix elements measured for 3 Q**2 values for the 1996 data sample.

#: data_file: Table2.yaml
#: keyword reactions: E+ P --> E+ RHO0 P
#: keyword observables: POL.RHO
#: keyword phrases: Exclusive | Polarization | Electron production
#: keyword cmenergies: 40.0-100.0
#: ABS(T) [GEV**2],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,40.0-100.0
#: W [GEV],,,40 TO 100
33.0,6.0,60.0,-0.146,0.014,-0.014,0.004,-0.002

#: ABS(T) [GEV**2],,,0.0 TO 0.5
#: E(P=1) [GeV],,,27.5
#: E(P=2) [GeV],,,820.0
#: RE,,,E+ P --> E+ RHO0 P
#: SQRT(S) [GeV],,,40.0-100.0
#: W [GEV],,,40 TO 100
Q**2 [GEV**2],Q**2 [GEV**2] LOW,Q**2 [GEV**2] HIGH,IM(POL.RHO(ALPHA=6/MM=1-1)),stat +,stat -,sys +,sys -
3.0,2.5,3.5,0.022,0.016,-0.016,0.001,-0.002
4.75,3.5,6.0,-0.014,0.016,-0.016,0.003,-0.004
33.0,6.0,60.0,-0.001,0.016,-0.016,0.006,-0.003

